No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
57,2013,3,3,8,100,171,51,82,4400,2,0.7,1016.2,-13,0,NNE,2.3
58,2013,3,3,9,108,181,97,89,3299,2,3.5,1015.8,-13.8,0,NNE,0.4
59,2013,3,3,10,100,147,90,94,2600,2,6.5,1014.9,-13.2,0,N,1.3
60,2013,3,3,11,97,135,78,98,2399,2,11.4,1013.8,-10.8,0,ESE,0.9
61,2013,3,3,12,101,134,79,109,2500,2,13.8,1012.5,-13.3,0,W,1.1
62,2013,3,3,13,107,147,60,102,1899,11,16,1011.5,-13.5,0,W,5.9
63,2013,3,3,14,84,114,25,67,900,40,16.7,1010.8,-14,0,WNW,4.3
64,2013,3,3,15,43,82,15,49,600,53,16.9,1010.5,-12.7,0,WNW,2
65,2013,3,3,16,26,89,22,61,700,44,16.4,1010.6,-15.4,0,NW,2.9
66,2013,3,3,17,50,132,21,67,700,42,13.1,1011.1,-10.1,0,WSW,1.7
67,2013,3,3,18,41,93,28,77,900,30,8.7,1012.3,-11.3,0,NW,1.6
68,2013,3,3,19,68,196,69,131,1899,2,12.2,1013.4,-13.7,0,NNW,2
69,2013,3,3,20,145,294,39,97,1300,11,11.7,1013.5,-12.6,0,N,0.9
70,2013,3,3,21,79,91,17,69,700,24,5.3,1013.6,-10.9,0,N,0
71,2013,3,3,22,24,40,18,83,900,5,3.1,1014.1,-10.2,0,NNE,1.8
72,2013,3,3,23,17,52,25,89,1100,2,5.2,1014.8,-10.6,0,NNW,1.7
73,2013,3,4,0,19,70,45,90,2399,2,7.7,1015.7,-11.1,0,N,2.6
74,2013,3,4,1,44,117,49,89,2299,2,8.2,1016.7,-11.7,0,N,2.8
75,2013,3,4,2,42,93,24,67,800,15,8.1,1016.7,-11.8,0,N,4.3
76,2013,3,4,3,18,29,17,50,600,35,7.2,1016.9,-11.6,0,N,2.8
77,2013,3,4,4,10,23,20,40,500,40,6,1018,-11.6,0,NNW,1
78,2013,3,4,5,12,34,22,43,500,33,2.7,1018.6,-10.9,0,SSE,0.5
79,2013,3,4,6,8,30,24,52,500,24,3.8,1018.9,-11.4,0,N,2.3
80,2013,3,4,7,8,32,28,68,800,5,6.5,1019.7,-10.7,0,N,2.3
81,2013,3,4,8,12,61,36,74,1000,2,9,1020.7,-12.2,0,NE,3.1
82,2013,3,4,9,19,50,40,66,900,16,10.6,1020.8,-12.1,0,NNE,1.3
83,2013,3,4,10,14,25,23,49,600,38,11.9,1020.4,-12.4,0,NE,2.1
84,2013,3,4,11,4,9,19,47,500,44,13.1,1020,-13,0,NE,3
85,2013,3,4,12,11,19,17,44,500,50,14.2,1018.9,-13.9,0,N,2.7
86,2013,3,4,13,3,8,12,41,400,58,15.3,1017.8,-13,0,S,2
87,2013,3,4,14,3,8,11,43,400,60,15.2,1017,-13.1,0,SW,0.7
88,2013,3,4,15,10,16,15,53,500,52,15.3,1016.3,-13,0,SSW,2.4
89,2013,3,4,16,18,23,18,61,600,56,14.5,1015.7,-13.7,0,S,2.6
90,2013,3,4,17,22,70,15,68,600,58,12.7,1015.9,-11.8,0,SW,2.6
91,2013,3,4,18,29,70,17,79,700,43,11.6,1016.5,-11.3,0,SSW,3.4
92,2013,3,4,19,33,73,17,86,700,32,10.9,1016.6,-10.6,0,SW,3.5
93,2013,3,4,20,34,84,25,88,800,25,9.9,1016.9,-10.3,0,SSW,3.1
94,2013,3,4,21,44,88,43,97,1000,10,8.4,1016.9,-10,0,SSW,2.1
95,2013,3,4,22,62,109,51,103,1100,2,8.6,1016.3,-9.9,0,SSW,2.4
96,2013,3,4,23,70,116,62,106,1200,60,7.7,1015.7,-9.3,0,SW,2.1
97,2013,3,5,0,87,153,55,104,1200,60,4.7,1015.2,-9.1,0,SW,1.6
98,2013,3,5,1,100,170,64,101,1399,60,1.1,1014.7,-7.9,0,SW,0
99,2013,3,5,2,113,167,NA,99,1700,60,-0.6,1014.4,-8.1,0,N,0
100,2013,3,5,3,129,179,61,92,NA,60,0.2,1014,-8.8,0,NE,1.2
101,2013,3,5,4,132,183,46,NA,1899,60,1.8,1013.7,-9.5,0,NE,1.5
102,2013,3,5,5,128,189,55,87,2000,60,0.6,1013.9,-9.4,0,N,0.8
103,2013,3,5,6,101,116,59,87,2100,60,-0.2,1013.4,-8.6,0,NE,1.3
104,2013,3,5,7,99,142,54,83,2700,60,2.9,1013.4,-9.1,0,NNE,1.3
105,2013,3,5,8,100,158,77,87,2899,60,5.1,1013.4,-9.1,0,NNE,1.2
106,2013,3,5,9,108,178,108,92,3100,60,7.7,1012.8,-8.4,0,NNE,1.5
107,2013,3,5,10,132,223,98,98,2700,60,9.4,1012,-8.2,0,NE,1.5
108,2013,3,5,11,138,198,78,94,1899,60,10.6,1011.1,-8.1,0,NNE,1.4
109,2013,3,5,12,115,173,86,95,1899,15,11.9,1009.7,-7.5,0,NNW,1.3
110,2013,3,5,13,3,6,82,62,1700,60,12.6,1008.5,-8,0,N,1
111,2013,3,5,14,3,138,82,123,1800,58,13.5,1007.7,-7.8,0,NNE,1.4
112,2013,3,5,15,3,183,89,139,1899,58,13.8,1007.2,-7.6,0,NE,1.2
113,2013,3,5,16,167,195,92,150,2100,58,13.2,1007.1,-7,0,NE,2
114,2013,3,5,17,168,201,80,167,2299,43,12.1,1007.7,-6.4,0,NNE,1.6
115,2013,3,5,18,182,225,98,177,2700,32,9,1008.2,-5.7,0,NE,1.4
116,2013,3,5,19,209,270,100,179,3000,25,5.3,1008.5,-4.8,0,NNE,0
117,2013,3,5,20,225,293,89,169,3500,24,3.3,1008.7,-4.7,0,N,0.2
118,2013,3,5,21,237,316,100,168,4799,24,2.9,1009,-4.6,0,NNE,1.2
119,2013,3,5,22,270,343,98,172,4700,24,5.2,1008.9,-6.1,0,NE,1.1
120,2013,3,5,23,268,328,106,158,4200,24,4.9,1008.4,-6.1,0,NE,1.4
121,2013,3,6,0,243,274,82,142,3299,24,4.9,1008.5,-6.4,0,NE,1.2
122,2013,3,6,1,213,239,76,137,3000,24,4.8,1008.3,-5.9,0,NE,1.5
123,2013,3,6,2,200,220,62,134,3100,24,4.1,1007.8,-5.9,0,NE,1.9
124,2013,3,6,3,206,233,62,130,3899,24,4,1007.6,-6.3,0,NE,1.9
125,2013,3,6,4,217,248,66,123,3799,24,3.9,1007.3,-6.1,0,NE,1.4
126,2013,3,6,5,216,234,63,121,2899,24,4.1,1007.8,-5.7,0,NE,1.6
127,2013,3,6,6,193,227,63,119,2899,24,4.5,1008.4,-5.3,0,NE,2
128,2013,3,6,7,198,241,62,114,3299,24,5.7,1009.3,-5,0,NE,1.7
129,2013,3,6,8,205,260,97,117,3200,24,6.6,1009.3,-4.8,0,NE,1.7
130,2013,3,6,9,212,274,104,104,3100,24,7.5,1009.1,-4.6,0,NE,1.7
131,2013,3,6,10,200,254,109,108,3600,24,8.7,1008.6,-4.5,0,NE,1.5
132,2013,3,6,11,218,278,124,116,3399,24,10.1,1007.7,-4.7,0,NE,1.4
133,2013,3,6,12,221,285,118,122,3100,24,11.1,1006.9,-4.2,0,ENE,0.4
134,2013,3,6,13,246,295,118,127,2799,24,12.6,1005.8,-3.7,0,WSW,1.5
135,2013,3,6,14,246,273,118,125,2500,18,14.5,1005.5,-3.3,0,SSE,1.6
136,2013,3,6,15,239,259,137,134,2799,13,14.7,1005.5,-3.2,0,SSW,2.5
137,2013,3,6,16,249,298,138,158,3500,3,14.2,1005.5,-3.2,0,S,1.4
138,2013,3,6,17,259,330,141,152,3200,3,11.6,1005.9,-3.4,0,SSW,1.1
139,2013,3,6,18,248,311,136,147,3200,3,6.8,1006.8,-2.9,0,WSW,0.9
140,2013,3,6,19,244,317,130,146,3600,3,5.1,1007.6,-2.5,0,WSW,1.2
141,2013,3,6,20,251,332,134,146,3600,3,4.4,1008.2,-2.5,0,SSW,1.1
142,2013,3,6,21,253,313,126,141,3799,3,3.8,1007.7,-2.2,0,WSW,1.9
143,2013,3,6,22,266,322,133,138,4000,3,2.4,1007.3,-2.5,0,WSW,1.2
144,2013,3,6,23,266,328,104,129,4299,3,2.3,1007.2,-2.4,0,NNE,1.3
145,2013,3,7,0,270,347,108,129,4500,3,1.5,1007.1,-2.6,0,NNE,0.8
146,2013,3,7,1,276,349,99,124,4200,3,0.7,1007.1,-2.7,0,SE,1.2
147,2013,3,7,2,257,323,82,118,4200,3,1.5,1006.9,-2.5,0,NNE,0.6
148,2013,3,7,3,237,310,47,109,4400,3,0.3,1006.5,-2.7,0,WNW,1.7
149,2013,3,7,4,238,310,41,103,4900,3,-0.9,1006.4,-3.3,0,N,0.5
150,2013,3,7,5,242,309,35,103,6299,3,1.6,1006.7,-1.5,0,NNE,1.7
151,2013,3,7,6,254,325,35,102,6900,3,0.3,1006.6,-2.7,0,SW,0.4
152,2013,3,7,7,266,337,36,103,8099,3,2.4,1006.8,-1.4,0,NNE,1.5
153,2013,3,7,8,333,414,54,114,8400,3,8.3,1006.5,-1,0,NNE,0.8
154,2013,3,7,9,379,506,138,137,7900,3,10.1,1006.1,-0.7,0,W,0.6
155,2013,3,7,10,370,504,137,167,7099,3,12.7,1005.5,-1.6,0,ENE,1.2
156,2013,3,7,11,399,493,146,176,6200,3,16.5,1003.6,-1.6,0,WSW,1.7
157,2013,3,7,12,347,401,136,173,4500,3,17.1,1001.6,-3.1,0,SSW,3.7
158,2013,3,7,13,276,295,81,170,3799,5,17.7,1000.2,-3.2,0,SW,3.1
159,2013,3,7,14,202,240,84,133,2899,35,18.3,998.6,-3.2,0,SSW,3.6
160,2013,3,7,15,244,246,57,96,2100,48,18.6,997.6,-1.8,0,SSW,3.3
161,2013,3,7,16,3,6,52,70,1800,68,17.9,997.2,-0.9,0,SW,1.9
162,2013,3,7,17,3,6,70,88,2200,68,15.4,997.1,-1.7,0,NNW,1.4
163,2013,3,7,18,3,258,77,130,2700,68,14.4,997.4,-2.5,0,N,1.9
164,2013,3,7,19,122,310,77,161,3100,2,13.4,997.9,-2.6,0,NNE,1.5
165,2013,3,7,20,188,332,78,176,3600,68,11.8,997.7,-2.1,0,NE,1.5
166,2013,3,7,21,251,341,86,174,3899,68,9.2,997.9,-1.3,0,NNE,1.4
167,2013,3,7,22,236,342,83,176,4099,68,7.5,998.3,-1.2,0,NE,1.3
168,2013,3,7,23,316,336,80,174,5799,68,6.6,998.4,-0.9,0,NE,0.1
169,2013,3,8,0,158,358,77,174,6500,68,4.1,998.2,-1.3,0,N,0
170,2013,3,8,1,350,354,75,168,6799,68,3.3,998.5,-1.7,0,N,0.9
171,2013,3,8,2,313,373,62,151,6000,68,2.5,998.2,-1.9,0,SW,0.8
172,2013,3,8,3,299,324,56,147,6900,68,1.8,997.9,-1.8,0,SW,0
173,2013,3,8,4,287,342,58,144,7500,68,1.3,998.5,-1.8,0,W,1
174,2013,3,8,5,313,335,55,144,7500,68,1.4,999,-1.5,0,SW,0.8
175,2013,3,8,6,302,336,48,134,7599,68,1.1,999.7,-1.8,0,WSW,0.8
176,2013,3,8,7,299,337,43,129,8500,68,5.7,1000.4,0.5,0,NNE,1
177,2013,3,8,8,290,355,66,127,NA,68,10.9,1000.8,1.4,0,SE,0.7
178,2013,3,8,9,56,108,132,154,10000,68,16.9,1001.1,-0.4,0,E,1
179,2013,3,8,10,277,360,122.2368,188.6707,NA,68,19.1,1000.9,-0.4,0,SSW,1.9
180,2013,3,8,11,297,346,83,192,7299,68,20.5,1000.5,-3.3,0,SSW,4.4
181,2013,3,8,12,248,255,53,142,4400,68,21.7,999.4,-2.3,0,S,3
182,2013,3,8,13,195,254,40,96,2500,68,22.5,998.2,-2.3,0,S,3.3
183,2013,3,8,14,179,236,39,81,1899,68,17.4,998.3,1.4,0,ESE,4.5
184,2013,3,8,15,289,476,75,112,3700,68,13.9,999.5,1.2,0,ESE,2.7
185,2013,3,8,16,215,400,77,98,2600,67,11.9,1000.2,0,0,ESE,2.6
186,2013,3,8,17,142,242,58,78,1700,56,10.3,999.9,-0.5,0,SE,2.8
187,2013,3,8,18,118,171,45,72,1300,56,9.3,1000.6,-0.9,0,S,1.4
188,2013,3,8,19,75,127,40,68,1200,56,8,1000.5,-0.3,0,NE,0.8
189,2013,3,8,20,91,138,37,75,1300,56,7.9,1000.4,-1.6,0,SSW,1.4
190,2013,3,8,21,95,123,38,77,1300,56,7.2,1000,-1.5,0,ENE,1.6
191,2013,3,8,22,82,102,34,75,1300,56,6.3,999,-3.4,0,E,0.9
192,2013,3,8,23,85,117,43,78,1700,56,5.7,997.7,-3.4,0,SSW,1
193,2013,3,9,0,83,94,50,72,1899,56,3.6,996.1,-2.6,0,W,0.6
194,2013,3,9,1,87,88,45,67,2000,56,2.1,994.9,-2.6,0,W,1.1
195,2013,3,9,2,68,106,NA,69,2200,56,1.4,994.1,-3.1,0,W,0
196,2013,3,9,3,108,111,42,77,NA,56,1.1,993,-3.2,0,NE,1.4
197,2013,3,9,4,95,119,33,NA,2600,56,1.8,992,-2.3,0,NE,0
198,2013,3,9,5,94,137,36,82,2600,56,3.2,992,-2.8,0,NE,1.3
199,2013,3,9,6,106,143,34,83,2600,56,2.8,992.2,-2.5,0,NE,1
200,2013,3,9,7,101,159,41,79,3100,56,4.6,992.9,-2.1,0,NE,1.8
201,2013,3,9,8,105,175,48,76,3500,56,8.4,994.1,-1.7,0,E,2.6
202,2013,3,9,9,105,166,80,76,1899,56,16.3,995.9,-0.4,0,NNW,3.3
203,2013,3,9,10,149,499,84,62,1800,56,16.7,998.3,-4.6,0,NNW,7.7
204,2013,3,9,11,87,829,36,34,700,56,14.3,1001.3,-9.1,0,NNW,7.4
205,2013,3,9,12,74,NA,9.4248,20.53,NA,56,12.4,1004.3,-14.4,0,NW,7.9
206,2013,3,9,13,76,NA,5,17,200,63,10.3,1006.5,-17,0,NNW,7.2
207,2013,3,9,14,74,NA,4,16,200,69,10.5,1008.1,-16.8,0,NNW,6.7
208,2013,3,9,15,41,629,3,14,200,69,10.2,1009.4,-17.1,0,N,3.9
209,2013,3,9,16,26,344,3,14,200,69,10.5,1010.8,-17.8,0,N,4.8
210,2013,3,9,17,14,193,3,16,200,69,8.6,1013,-18.3,0,NNE,4.8
211,2013,3,9,18,11,151,4,22,300,69,7.4,1015.9,-19.3,0,NNE,4.8
212,2013,3,9,19,14,120,4,22,300,69,6.4,1018.1,-18.4,0,N,3.5
213,2013,3,9,20,23,93,6,22,300,69,5.6,1019.7,-18.3,0,N,4.5
214,2013,3,9,21,14,68,7,24,400,69,4.8,1020.3,-17.6,0,N,3.3
215,2013,3,9,22,17,54,6,27,400,69,3.8,1021.2,-17.8,0,NNE,1.2
216,2013,3,9,23,12,44,10,37,500,69,0.8,1021.3,-14.1,0,SSE,0.6
217,2013,3,10,0,19,44,8,46,500,69,-0.5,1020.8,-13.4,0,SSE,0
218,2013,3,10,1,13,31,8,48,500,69,-0.2,1021.1,-11.6,0,W,1
219,2013,3,10,2,21,29,9,49,600,69,-2.1,1020.9,-11.7,0,NNE,0.7
220,2013,3,10,3,16,35,8,55,600,69,-2,1021.1,-11.8,0,NNW,1.2
221,2013,3,10,4,22,30,8,62,700,69,-1.3,1021.9,-14.8,0,NW,0
222,2013,3,10,5,16,20,8,66,900,69,-1.8,1022,-10.9,0,W,1.7
223,2013,3,10,6,14,38,11,71,1000,69,-2,1022.5,-11.8,0,NW,0
224,2013,3,10,7,30,59,27,78,1399,69,3.5,1023.2,-14.7,0,SSW,2.3
225,2013,3,10,8,26,58,28,70,1100,69,5.3,1023.5,-15.9,0,SW,4.6
226,2013,3,10,9,21,64,22,58,800,69,6.8,1023.1,-15.9,0,SSW,5.2
227,2013,3,10,10,31,64,18,53,700,69,8.3,1022.4,-14.7,0,SSW,4.6
228,2013,3,10,11,34,72,18,50,900,69,9.8,1021.9,-14.2,0,S,2.7
229,2013,3,10,12,44,64,20,49,700,69,10.4,1021,-14.4,0,SSW,0.4
230,2013,3,10,13,27,55,18,48,600,69,11.2,1020,-13.8,0,S,2.8
231,2013,3,10,14,31,53,13,47,600,67,11.4,1019,-13.6,0,SSW,4
232,2013,3,10,15,25,68,12,47,600,66,11.3,1018.7,-14.5,0,SW,4.5
233,2013,3,10,16,32,79,12,52,600,65,10.4,1018.3,-13.7,0,SW,4.1
234,2013,3,10,17,41,90,16,55,600,65,9.1,1018.2,-13.4,0,SSW,4.4
235,2013,3,10,18,45,96,18,62,700,65,8.2,1018.5,-12.3,0,SSW,2.6
236,2013,3,10,19,61,104,19,68,800,65,7.7,1018.8,-11.1,0,SSW,2.3
237,2013,3,10,20,74,125,28,76,1000,65,7.4,1018.8,-10.9,0,S,3.5
238,2013,3,10,21,79,136,35,82,1100,65,6.5,1018.9,-10.3,0,SSW,2.7
239,2013,3,10,22,91,146,48,87,1300,65,5.9,1018.5,-10,0,SW,2.4
240,2013,3,10,23,101,155,43,89,1300,65,3,1018.7,-9,0,SSW,0.9
241,2013,3,11,0,106,170,45,90,1399,65,0.3,1018.5,-8.7,0,SW,1.4
242,2013,3,11,1,113,170,41,89,1600,65,-0.7,1018,-7.3,0,SW,0.7
243,2013,3,11,2,111,169,43,86,1700,65,-1.7,1017.4,-7,0,WNW,0.5
244,2013,3,11,3,122,169,42,82,1700,65,-2.1,1017.2,-6.5,0,N,0.6
245,2013,3,11,4,117,186,41,79,2000,65,-1.6,1016.9,-7.9,0,NNE,1.1
246,2013,3,11,5,107,182,20,77,2500,65,-2.3,1016.9,-8,0,NE,0.1
247,2013,3,11,6,107,160,22,78,2600,65,-2.1,1017,-8,0,NE,0.9
248,2013,3,11,7,106,172,29,76,3000,65,1.3,1017.4,-8.3,0,NNE,1.9
249,2013,3,11,8,109,169,48,78,2700,65,3.1,1017.5,-8.6,0,NE,1.8
250,2013,3,11,9,115,192,72,79,2700,65,4.6,1016.8,-8.2,0,NE,1.8
251,2013,3,11,10,125,179,76,81,2399,65,6.7,1016,-8.1,0,NNE,1.4
252,2013,3,11,11,146,193,76,85,NA,65,7.6,1015,-8.1,0,N,1.3
253,2013,3,11,12,153,189,79,92,2500,65,9.7,1013.4,-7.5,0,NNW,1.6
254,2013,3,11,13,157,208,84,103,2600,65,11.3,1012.3,-7.1,0,S,3.5
255,2013,3,11,14,134,167,78,91,1800,65,11.4,1010.9,-7.5,0,SSE,2.5
256,2013,3,11,15,109,135,89,72,1399,64,10.7,1010.3,-6.2,0,SSW,2.1
257,2013,3,11,16,140,184,106,83,1800,60,10.4,1009.5,-6.5,0,SSW,3.4
258,2013,3,11,17,147,205,115,93,2000,54,9.7,1009.7,-5.8,0,SSW,2.1
259,2013,3,11,18,168,244,148,104,2700,48,9.7,1009.8,-5.1,0,S,2
260,2013,3,11,19,176,265,156,110,2899,33,9.6,1010,-4.4,0,S,1.5
261,2013,3,11,20,202,273,158,112,3100,30,9.8,1010.4,-2.8,0,SSE,1.3
262,2013,3,11,21,201,279,144,112,2899,30,9.6,1009.8,-2.7,0,SSW,1.5
263,2013,3,11,22,205,262,115,107,2600,30,9.3,1009.2,-4,0,SSW,1.5
264,2013,3,11,23,183,228,90,99,2200,30,8.6,1008,-4.6,0,SSE,1.1
265,2013,3,12,0,96,124,51,84,1399,30,6.3,1007.5,-2.8,0,WNW,1
266,2013,3,12,1,101,130,51,84,1600,30,4.8,1006.8,-2.8,0,W,0
267,2013,3,12,2,119,161,51,82,1800,30,5.3,1005.8,-1,0,N,0.2
268,2013,3,12,3,117,148,58,78,NA,30,6.4,1005.8,-1,0.1,N,2.2
269,2013,3,12,4,135,232,46,78,2399,30,4.3,1006.3,1.5,0.4,E,0.9
270,2013,3,12,5,179,233,19,76,3200,30,4.7,1006.1,1.5,0.1,NNE,1.3
271,2013,3,12,6,155,169,12,74,2799,30,4.1,1006.2,2.6,0.9,W,1
272,2013,3,12,7,154,170,14,68,3100,30,3.5,1006.9,2.2,0.9,NW,1.4
273,2013,3,12,8,125,171,10,72,2000,30,3.1,1006.9,1.9,0.4,N,1.5
274,2013,3,12,9,91,106,10,70,2200,30,3.4,1006.6,2.2,0,NNE,1.3
275,2013,3,12,10,106,116,8,70,2100,30,3.7,1006.8,2.2,0,N,0.9
276,2013,3,12,11,107,116,8,70,NA,30,4.4,1006.5,2.6,0,NNE,1.4
277,2013,3,12,12,158,158,NA,NA,NA,30,4.8,1006.8,2.2,0,N,1.5
278,2013,3,12,13,156,113,20,71,NA,30,5.3,1006.6,2.8,0.1,NE,1.8
279,2013,3,12,14,152,119,17,69,1700,30,5.6,1007.1,2.9,0,NNE,1.6
280,2013,3,12,15,150,105,22,69,1600,26,6.4,1007.6,3.2,0,N,1.5
281,2013,3,12,16,137,104,25,67,1600,13,6.6,1008.1,3.2,0,S,0.6
282,2013,3,12,17,116,119,30,67,1700,3,6.4,1009.4,3.4,0,E,1.4
283,2013,3,12,18,133,138,29,NA,1800,2,5.8,1011.1,3.1,0,E,0.4
284,2013,3,12,19,134,159,26,126,2200,2,3.3,1012.5,2.1,0,WSW,0.5
285,2013,3,12,20,149,171,17,126,2700,2,2.9,1014.1,2.2,0,N,0.7
286,2013,3,12,21,158,171,15,127,2799,2,3.6,1015.5,2.6,0,NNE,0.8
287,2013,3,12,22,161,171,13,118,2799,2,1.9,1016.7,1.3,0,N,1.2
288,2013,3,12,23,136,159,14,120,3500,2,3.8,1017.7,-5.7,0,NNE,0.9
289,2013,3,13,0,91,159,21,117,1899,2,3.4,1018.5,-7.1,0,NNW,0.9
290,2013,3,13,1,27,27,24,82,900,10,2.7,1018.9,-9,0,NNE,2.1
291,2013,3,13,2,3,6,19,74,700,18,2.8,1019.3,-8.9,0,N,2.4
292,2013,3,13,3,3,6,18,62,600,28,2.4,1019.7,-8.6,0,N,1.3
293,2013,3,13,4,3,10,17,51,500,31,0.3,1020.5,-7.5,0,NW,0.9
294,2013,3,13,5,3,9,15,60,500,31,-0.9,1021,-8.1,0,NNE,0.9
295,2013,3,13,6,3,10,14,54,500,31,0.8,1022.2,-8.5,0,NNE,1.6
296,2013,3,13,7,19,32,14,80,700,31,3.7,1023.3,-10,0,NNE,2.9
297,2013,3,13,8,24,36,24,83,700,31,4.8,1024.6,-13.6,0,NNE,3.3
298,2013,3,13,9,22,24,23,58,600,31,5.5,1025.2,-10.7,0,ENE,3.9
299,2013,3,13,10,13,20,25,59,600,37,6.4,1025.2,-11.3,0,ENE,2.6
